Linux 2.6.32-358.2.1.el6.x86_64 (n020303) 	2013-05-30 	_x86_64_	(24 CPU)

00:00:01          DEV       tps  rd_sec/s  wr_sec/s  avgrq-sz  avgqu-sz     await     svctm     %util
08:10:01      dev8-16     36,13   1852,76   5360,13    199,64      0,24      6,78      2,16      7,80
08:10:01       dev8-0     36,08   1851,94   5359,43    199,88      0,22      6,21      2,14      7,73
08:10:01       dev9-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
08:10:01       dev9-1      0,78      0,00      6,25      8,00      0,00      0,00      0,00      0,00
08:10:01       dev9-3    139,60   3704,37  10702,80    103,20      0,00      0,00      0,00      0,00
08:10:01       dev9-2      0,03      0,23      0,00      8,00      0,00      0,00      0,00      0,00
08:20:01      dev8-16     40,85   2102,90   5397,78    183,61      0,31      7,71      1,97      8,07
08:20:01       dev8-0     41,52   2102,76   5400,80    180,74      0,31      7,46      1,98      8,22
08:20:01       dev9-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
08:20:01       dev9-1      0,73      0,00      5,83      8,00      0,00      0,00      0,00      0,00
08:20:01       dev9-3    148,56   4205,66  10782,65    100,89      0,00      0,00      0,00      0,00
08:20:01       dev9-2      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
08:30:01      dev8-16     38,27   1781,69   5371,99    186,94      0,29      7,62      2,07      7,92
08:30:01       dev8-0     38,40   1782,59   5374,53    186,39      0,29      7,54      2,06      7,90
08:30:01       dev9-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
08:30:01       dev9-1      0,74      0,00      5,91      7,98      0,00      0,00      0,00      0,00
08:30:01       dev9-3    141,33   3564,23  10730,79    101,15      0,00      0,00      0,00      0,00
08:30:01       dev9-2      0,01      0,05      0,00      8,00      0,00      0,00      0,00      0,00
08:40:01      dev8-16     37,88   2036,58   5451,12    197,69      0,27      7,13      2,16      8,18
08:40:01       dev8-0     37,71   2037,48   5450,42    198,58      0,26      6,77      2,12      7,99
08:40:01       dev9-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
08:40:01       dev9-1      0,80      0,00      6,37      8,00      0,00      0,00      0,00      0,00
08:40:01       dev9-3    145,32   4073,96  10884,55    102,93      0,00      0,00      0,00      0,00
08:40:01       dev9-2      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
08:50:01      dev8-16     34,10   2005,02   5420,62    217,78      0,22      6,52      2,29      7,81
08:50:01       dev8-0     34,43   2005,29   5421,71    215,74      0,21      6,12      2,29      7,89
08:50:01       dev9-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
08:50:01       dev9-1      0,71      0,00      5,65      8,00      0,00      0,00      0,00      0,00
08:50:01       dev9-3    140,96   4010,31  10826,99    105,26      0,00      0,00      0,00      0,00
08:50:01       dev9-2      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:00:01      dev8-16     32,23   1722,70   5390,22    220,72      0,19      5,81      2,38      7,66
09:00:01       dev8-0     32,28   1724,87   5388,08    220,38      0,18      5,57      2,35      7,59
09:00:01       dev9-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:00:01       dev9-1      0,75      0,00      5,96      8,00      0,00      0,00      0,00      0,00
09:00:01       dev9-3    134,81   3444,38  10762,46    105,38      0,00      0,00      0,00      0,00
09:00:01       dev9-2      0,40      3,19      0,00      8,00      0,00      0,00      0,00      0,00
09:10:01      dev8-16     33,95   1797,48   5443,49    213,29      0,22      6,51      2,37      8,03
09:10:01       dev8-0     34,16   1798,85   5439,92    211,89      0,22      6,40      2,32      7,92
09:10:01       dev9-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:10:01       dev9-1      0,82      0,00      6,55      8,00      0,00      0,00      0,00      0,00
09:10:01       dev9-3    138,09   3594,94  10866,09    104,72      0,00      0,00      0,00      0,00
09:10:01       dev9-2      0,16      1,28      0,00      8,00      0,00      0,00      0,00      0,00
09:20:01      dev8-16     38,35   1701,66   5397,68    185,14      0,28      7,35      2,12      8,14
09:20:01       dev8-0     38,87   1696,11   5400,92    182,58      0,27      6,93      2,05      7,98
09:20:01       dev9-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:20:01       dev9-1      0,71      0,00      5,66      8,00      0,00      0,00      0,00      0,00
09:20:01       dev9-3    140,71   3395,63  10783,67    100,77      0,00      0,00      0,00      0,00
09:20:01       dev9-2      0,27      2,14      0,00      8,00      0,00      0,00      0,00      0,00
09:30:01      dev8-16     39,53   1767,40   5367,65    180,51      0,31      7,95      2,04      8,05
09:30:01       dev8-0     39,87   1766,15   5369,48    178,97      0,30      7,63      2,03      8,10
09:30:01       dev9-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:30:01       dev9-1      0,74      0,00      5,95      8,00      0,00      0,00      0,00      0,00
09:30:01       dev9-3    142,33   3533,33  10721,55    100,15      0,00      0,00      0,00      0,00
09:30:01       dev9-2      0,03      0,23      0,00      8,00      0,00      0,00      0,00      0,00
09:40:01      dev8-16     38,53   1892,78   5435,19    190,21      0,30      7,80      2,19      8,44
09:40:01       dev8-0     39,24   1892,09   5436,74    186,77      0,29      7,38      2,17      8,50
09:40:01       dev9-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:40:01       dev9-1      0,77      0,00      6,18      8,00      0,00      0,00      0,00      0,00
09:40:01       dev9-3    144,40   3784,70  10855,22    101,38      0,00      0,00      0,00      0,00
09:40:01       dev9-2      0,01      0,07      0,00      8,00      0,00      0,00      0,00      0,00
09:50:01      dev8-16     25,10   1353,65   4245,12    223,09      0,15      5,96      2,57      6,44
09:50:01       dev8-0     25,02   1353,65   4241,96    223,66      0,14      5,70      2,50      6,27
09:50:01       dev9-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:50:01       dev9-1      0,69      0,00      5,56      8,00      0,00      0,00      0,00      0,00
09:50:01       dev9-3    105,66   2707,30   8472,05    105,80      0,00      0,00      0,00      0,00
09:50:01       dev9-2      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
10:00:01      dev8-16     10,29    782,10    329,85    108,03      0,10      9,25      2,37      2,44
10:00:01       dev8-0     10,20    782,72    327,34    108,83      0,08      8,30      2,32      2,37
10:00:01       dev9-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
10:00:01       dev9-1      0,74      0,00      5,88      7,98      0,00      0,00      0,00      0,00
10:00:01       dev9-3     25,42   1564,70    641,39     86,79      0,00      0,00      0,00      0,00
10:00:01       dev9-2      0,02      0,12      0,00      8,00      0,00      0,00      0,00      0,00
10:10:01      dev8-16     10,45    908,07     83,27     94,90      0,10      9,33      2,21      2,31
10:10:01       dev8-0     10,27    908,50     82,03     96,44      0,08      8,21      2,11      2,17
10:10:01       dev9-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
10:10:01       dev9-1      0,99      0,44      7,44      8,00      0,00      0,00      0,00      0,00
10:10:01       dev9-3     23,31   1816,02    145,87     84,18      0,00      0,00      0,00      0,00
10:10:01       dev9-2      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
10:20:01      dev8-16     10,16    944,99     91,49    102,02      0,10      9,47      2,29      2,33
10:20:01       dev8-0      9,72    945,72     86,45    106,16      0,08      8,15      2,03      1,98
10:20:01       dev9-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
10:20:01       dev9-1      0,69      0,00      5,50      8,00      0,00      0,00      0,00      0,00
10:20:01       dev9-3     23,81   1890,71    163,51     86,26      0,00      0,00      0,00      0,00
10:20:01       dev9-2      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
10:30:01      dev8-16     11,36    953,03    153,23     97,39      0,11      9,39      2,19      2,48
10:30:01       dev8-0     11,17    951,35    148,18     98,40      0,10      8,91      1,92      2,14
10:30:01       dev9-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
10:30:01       dev9-1      0,78      0,00      6,25      8,00      0,00      0,00      0,00      0,00
10:30:01       dev9-3     25,77   1904,38    284,65     84,96      0,00      0,00      0,00      0,00
10:30:01       dev9-2      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
10:40:01      dev8-16      8,90    994,08     18,44    113,75      0,09     10,43      2,14      1,90
10:40:01       dev8-0      9,73    995,52     24,07    104,79      0,09      8,80      2,09      2,04
10:40:01       dev9-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
10:40:01       dev9-1      0,78      0,00      6,23      7,98      0,00      0,00      0,00      0,00
10:40:01       dev9-3     22,81   1989,50     25,75     88,36      0,00      0,00      0,00      0,00
10:40:01       dev9-2      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
10:50:01      dev8-16      7,97    774,63     14,44     98,99      0,07      8,40      2,08      1,66
10:50:01       dev8-0      7,89    773,94     13,29     99,72      0,06      7,93      1,99      1,57
10:50:01       dev9-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
10:50:01       dev9-1      0,68      0,00      5,41      7,98      0,00      0,00      0,00      0,00
10:50:01       dev9-3     18,27   1548,57     13,30     85,47      0,00      0,00      0,00      0,00
10:50:01       dev9-2      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:00:01      dev8-16    132,71     40,76  63613,91    479,64      0,80      6,05      2,50     33,22
11:00:01       dev8-0    134,00     40,26  63622,70    475,08      0,82      6,15      2,56     34,36
11:00:01       dev9-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:00:01       dev9-1      1,06      1,55      7,20      8,24      0,00      0,00      0,00      0,00
11:00:01       dev9-3   1054,07     79,44 127217,89    120,77      0,00      0,00      0,00      0,00
11:00:01       dev9-2      0,00      0,03      0,00      8,00      0,00      0,00      0,00      0,00
11:10:01      dev8-16     65,39   1477,73  27387,52    441,46      0,44      6,66      2,54     16,64
11:10:01       dev8-0     65,71   1477,58  27388,45    439,29      0,45      6,79      2,61     17,12
11:10:01       dev9-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:10:01       dev9-1      0,90      0,00      7,24      8,00      0,00      0,00      0,00      0,00
11:10:01       dev9-3    482,68   2957,41  54756,98    119,57      0,00      0,00      0,00      0,00
11:10:01       dev9-2      0,01      0,11      0,00      8,00      0,00      0,00      0,00      0,00
11:20:01      dev8-16     33,79   5624,62   2291,05    234,28      0,30      9,00      1,80      6,09
11:20:01       dev8-0     33,30   5615,51   2289,03    237,35      0,31      9,37      1,82      6,08
11:20:01       dev9-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:20:01       dev9-1      0,70      0,09      5,62      8,11      0,00      0,00      0,00      0,00
11:20:01       dev9-3    143,41  11230,61   4565,23    110,14      0,00      0,00      0,00      0,00
11:20:01       dev9-2      0,89      7,16      0,00      8,00      0,00      0,00      0,00      0,00
11:30:01      dev8-16     41,43   6142,60   4357,67    253,43      0,33      8,03      1,77      7,33
11:30:01       dev8-0     40,81   6142,35   4351,80    257,17      0,33      8,10      1,84      7,50
11:30:01       dev9-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:30:01       dev9-1      0,77      0,00      6,15      8,00      0,00      0,00      0,00      0,00
11:30:01       dev9-3    187,98  12284,09   8693,31    111,59      0,00      0,00      0,00      0,00
11:30:01       dev9-2      0,11      0,86      0,00      8,00      0,00      0,00      0,00      0,00
11:40:01      dev8-16     65,04  10139,59   4535,76    225,65      0,52      8,05      1,54     10,04
11:40:01       dev8-0     64,64  10140,84   4528,36    226,94      0,51      7,85      1,52      9,85
11:40:01       dev9-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:40:01       dev9-1      0,81      0,00      6,49      8,00      0,00      0,00      0,00      0,00
11:40:01       dev9-3    271,27  20280,22   9046,78    108,11      0,00      0,00      0,00      0,00
11:40:01       dev9-2      0,01      0,11      0,00      8,00      0,00      0,00      0,00      0,00
11:50:01      dev8-16     63,85  10338,79   5809,71    252,92      0,54      8,51      1,60     10,24
11:50:01       dev8-0     64,05  10341,23   5811,55    252,20      0,54      8,46      1,61     10,29
11:50:01       dev9-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:50:01       dev9-1      0,73      0,00      5,88      8,00      0,00      0,00      0,00      0,00
11:50:01       dev9-3    287,78  20680,02  11605,48    112,19      0,00      0,00      0,00      0,00
11:50:01       dev9-2      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
12:00:01      dev8-16     33,07   3807,32   5878,92    292,91      0,25      7,66      1,89      6,25
12:00:01       dev8-0     33,50   3809,26   5887,36    289,45      0,26      7,85      1,92      6,43
12:00:01       dev9-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
12:00:01       dev9-1      0,74      0,00      5,94      8,00      0,00      0,00      0,00      0,00
12:00:01       dev9-3    169,96   7616,58  11750,46    113,95      0,00      0,00      0,00      0,00
12:00:01       dev9-2      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
12:10:01      dev8-16     29,45    265,66  10224,13    356,15      0,16      5,42      2,44      7,20
12:10:01       dev8-0     29,73    272,56  10226,54    353,21      0,16      5,50      2,51      7,46
12:10:01       dev9-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
12:10:01       dev9-1      0,79      0,00      6,30      7,98      0,00      0,00      0,00      0,00
12:10:01       dev9-3    180,93    538,07  20434,04    115,91      0,00      0,00      0,00      0,00
12:10:01       dev9-2      0,01      0,04      0,00      8,00      0,00      0,00      0,00      0,00
12:20:02      dev8-16    117,47   2052,42  35189,21    317,04      0,59      5,01      2,11     24,81
12:20:02       dev8-0    118,79   2057,72  35188,70    313,54      0,61      5,13      2,19     26,03
12:20:02       dev9-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
12:20:02       dev9-1      0,72      0,00      5,71      7,98      0,00      0,00      0,00      0,00
12:20:02       dev9-3    652,31   4109,91  70364,28    114,17      0,00      0,00      0,00      0,00
12:20:02       dev9-2      0,03      0,22      0,00      8,00      0,00      0,00      0,00      0,00
12:30:01      dev8-16     38,92   1372,15  14230,94    400,91      0,31      7,96      2,76     10,76
12:30:01       dev8-0     39,17   1383,84  14227,66    398,60      0,31      7,95      2,74     10,75
12:30:01       dev9-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
12:30:01       dev9-1      0,72      0,00      5,78      8,00      0,00      0,00      0,00      0,00
12:30:01       dev9-3    262,86   2755,98  28469,34    118,79      0,00      0,00      0,00      0,00
12:30:01       dev9-2      0,00      0,01      0,00      8,00      0,00      0,00      0,00      0,00
12:40:01      dev8-16     24,58   1341,16   8245,17    389,95      0,21      8,65      2,83      6,96
12:40:01       dev8-0     24,97   1354,07   8245,60    384,45      0,22      8,71      2,94      7,35
12:40:01       dev9-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
12:40:01       dev9-1      0,78      0,00      6,26      7,98      0,00      0,00      0,00      0,00
12:40:01       dev9-3    161,31   2695,13  16447,10    118,67      0,00      0,00      0,00      0,00
12:40:01       dev9-2      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
12:50:01      dev8-16     25,19   1436,67   8315,31    387,08      0,23      9,15      2,91      7,34
12:50:01       dev8-0     25,37   1443,06   8315,33    384,69      0,22      8,86      2,87      7,27
12:50:01       dev9-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
12:50:01       dev9-1      0,67      0,00      5,39      8,00      0,00      0,00      0,00      0,00
12:50:01       dev9-3    164,19   2879,63  16616,41    118,74      0,00      0,00      0,00      0,00
12:50:01       dev9-2      0,01      0,11      0,00      8,00      0,00      0,00      0,00      0,00
13:00:01      dev8-16     25,93   1329,07   8254,72    369,66      0,24      9,39      2,77      7,19
13:00:01       dev8-0     26,12   1336,97   8251,18    367,02      0,24      9,22      2,75      7,19
13:00:01       dev9-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
13:00:01       dev9-1      0,75      0,00      6,00      8,00      0,00      0,00      0,00      0,00
13:00:01       dev9-3    162,98   2665,98  16490,02    117,53      0,00      0,00      0,00      0,00
13:00:01       dev9-2      0,01      0,07      0,00      8,00      0,00      0,00      0,00      0,00
13:10:01      dev8-16     30,94   1816,96   8244,36    325,17      0,31     10,02      2,59      8,02
13:10:01       dev8-0     30,81   1825,73   8239,89    326,71      0,30      9,77      2,52      7,76
13:10:01       dev9-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
13:10:01       dev9-1      0,79      0,00      6,34      8,00      0,00      0,00      0,00      0,00
13:10:01       dev9-3    174,53   3642,41  16467,16    115,22      0,00      0,00      0,00      0,00
13:10:01       dev9-2      0,02      0,17      0,00      8,00      0,00      0,00      0,00      0,00
13:20:01      dev8-16     30,63   1948,82   8272,78    333,72      0,29      9,39      2,53      7,76
13:20:01       dev8-0     30,42   1955,73   8267,73    336,06      0,28      9,14      2,52      7,67
13:20:01       dev9-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
13:20:01       dev9-1      0,69      0,00      5,55      8,00      0,00      0,00      0,00      0,00
13:20:01       dev9-3    176,20   3904,54  16525,99    115,95      0,00      0,00      0,00      0,00
13:20:01       dev9-2      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
13:30:02      dev8-16     27,51   1709,65   6987,70    316,11      0,27      9,83      2,41      6,63
13:30:02       dev8-0     27,63   1717,83   6983,71    314,90      0,27      9,66      2,41      6,67
13:30:02       dev9-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
13:30:02       dev9-1      0,76      0,00      6,08      7,98      0,00      0,00      0,00      0,00
13:30:02       dev9-3    151,44   3427,49  13958,79    114,81      0,00      0,00      0,00      0,00
13:30:02       dev9-2      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
13:40:01      dev8-16      9,32    684,46   1577,64    242,68      0,06      6,62      2,58      2,41
13:40:01       dev8-0      9,53    698,89   1576,26    238,72      0,06      6,55      2,69      2,57
13:40:01       dev9-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
13:40:01       dev9-1      0,87      0,00      6,95      8,00      0,00      0,00      0,00      0,00
13:40:01       dev9-3     40,85   1343,78   3131,95    109,58      0,00      0,00      0,00      0,00
13:40:01       dev9-2      4,93     39,46      0,00      8,00      0,00      0,00      0,00      0,00
13:50:01      dev8-16      6,62    857,25     16,58    131,93      0,05      7,27      2,28      1,51
13:50:01       dev8-0      6,41    857,42     15,11    136,02      0,05      8,02      2,48      1,59
13:50:01       dev9-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
13:50:01       dev9-1      0,74      0,00      5,94      8,00      0,00      0,00      0,00      0,00
13:50:01       dev9-3     17,90   1714,67     15,57     96,68      0,00      0,00      0,00      0,00
13:50:01       dev9-2      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
14:00:01      dev8-16      6,16    871,26     14,65    143,80      0,04      6,57      2,52      1,55
14:00:01       dev8-0      5,93    871,54     13,08    149,21      0,05      8,01      2,63      1,56
14:00:01       dev9-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
14:00:01       dev9-1      0,70      0,00      5,64      8,00      0,00      0,00      0,00      0,00
14:00:01       dev9-3     17,64   1742,79     12,80     99,52      0,00      0,00      0,00      0,00
14:00:01       dev9-2      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
14:10:01      dev8-16      6,06    830,83     16,02    139,66      0,04      6,42      2,48      1,51
14:10:01       dev8-0      5,97    830,74     14,55    141,71      0,04      7,44      2,67      1,59
14:10:01       dev9-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
14:10:01       dev9-1      0,81      0,00      6,45      7,98      0,00      0,00      0,00      0,00
14:10:01       dev9-3     16,90   1660,73     13,25     99,03      0,00      0,00      0,00      0,00
14:10:01       dev9-2      0,09      0,73      0,00      8,00      0,00      0,00      0,00      0,00
14:20:01      dev8-16      6,14    902,58     14,24    149,25      0,04      6,84      2,34      1,44
14:20:01       dev8-0      6,16    901,78     13,01    148,60      0,05      8,19      2,60      1,60
14:20:01       dev9-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
14:20:01       dev9-1      0,70      0,00      5,58      7,98      0,00      0,00      0,00      0,00
14:20:01       dev9-3     18,07   1804,37     12,08    100,55      0,00      0,00      0,00      0,00
14:20:01       dev9-2      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
14:30:01      dev8-16      7,15   1009,97     14,71    143,39      0,06      7,97      2,22      1,59
14:30:01       dev8-0      7,09   1009,59     13,14    144,29      0,06      8,89      2,39      1,70
14:30:01       dev9-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
14:30:01       dev9-1      0,70      0,00      5,58      8,00      0,00      0,00      0,00      0,00
14:30:01       dev9-3     20,46   2019,56     12,94     99,35      0,00      0,00      0,00      0,00
14:30:01       dev9-2      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
14:40:01      dev8-16      6,97   1014,66     15,03    147,70      0,05      7,72      2,17      1,51
14:40:01       dev8-0      6,90   1013,80     13,77    148,86      0,06      9,14      2,43      1,68
14:40:01       dev9-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
14:40:01       dev9-1      0,77      0,00      6,17      8,00      0,00      0,00      0,00      0,00
14:40:01       dev9-3     20,17   2028,35     12,34    101,17      0,00      0,00      0,00      0,00
14:40:01       dev9-2      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
14:50:01      dev8-16      6,77    901,19     16,62    135,47      0,05      7,46      2,29      1,55
14:50:01       dev8-0      6,61    901,53     15,25    138,70      0,06      8,82      2,47      1,63
14:50:01       dev9-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
14:50:01       dev9-1      0,80      0,01      6,37      8,00      0,00      0,00      0,00      0,00
14:50:01       dev9-3     18,43   1802,71     14,85     98,60      0,00      0,00      0,00      0,00
14:50:01       dev9-2      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
15:00:01      dev8-16      6,63    902,94     15,78    138,57      0,05      7,18      2,30      1,53
15:00:01       dev8-0      6,66    902,90     14,56    137,68      0,05      8,08      2,41      1,61
15:00:01       dev9-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
15:00:01       dev9-1      0,84      0,00      6,74      8,00      0,00      0,00      0,00      0,00
15:00:01       dev9-3     18,38   1805,83     12,78     98,92      0,00      0,00      0,00      0,00
15:00:01       dev9-2      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
15:10:01      dev8-16      6,71    863,52     32,06    133,40      0,05      8,05      2,48      1,67
15:10:01       dev8-0      7,96    862,89     40,61    113,45      0,07      8,50      2,72      2,17
15:10:01       dev9-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
15:10:01       dev9-1      0,93      0,44      7,02      8,00      0,00      0,00      0,00      0,00
15:10:01       dev9-3     19,49   1724,97     54,13     91,29      0,00      0,00      0,00      0,00
15:10:01       dev9-2      0,11      0,89      0,00      8,00      0,00      0,00      0,00      0,00
15:20:01      dev8-16      2,66     22,69     16,50     14,72      0,01      4,48      3,98      1,06
15:20:01       dev8-0      2,52     16,60     17,13     13,40      0,01      4,27      3,59      0,90
15:20:01       dev9-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
15:20:01       dev9-1      0,72      0,00      5,76      8,00      0,00      0,00      0,00      0,00
15:20:01       dev9-3      2,73     31,21     18,24     18,09      0,00      0,00      0,00      0,00
15:20:01       dev9-2      1,01      8,07      0,00      8,00      0,00      0,00      0,00      0,00
15:30:01      dev8-16      2,12      0,00     13,93      6,58      0,01      4,71      4,21      0,89
15:30:01       dev8-0      2,02      0,21     14,48      7,28      0,01      4,15      3,61      0,73
15:30:01       dev9-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
15:30:01       dev9-1      0,76      0,00      6,10      7,98      0,00      0,00      0,00      0,00
15:30:01       dev9-3      1,58      0,21     12,14      7,81      0,00      0,00      0,00      0,00
15:30:01       dev9-2      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
15:40:01      dev8-16     69,36    140,97  20903,32    303,41      0,32      4,61      2,04     14,15
15:40:01       dev8-0     70,12    164,23  20903,89    300,46      0,33      4,75      2,21     15,53
15:40:01       dev9-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
15:40:01       dev9-1      0,74      0,00      5,96      8,00      0,00      0,00      0,00      0,00
15:40:01       dev9-3    371,99    274,92  41791,25    113,09      0,00      0,00      0,00      0,00
15:40:01       dev9-2      3,77     30,18      0,00      8,00      0,00      0,00      0,00      0,00
15:50:01      dev8-16     21,67      0,00   5237,20    241,67      0,07      3,46      2,66      5,77
15:50:01       dev8-0     21,49      0,00   5237,83    243,74      0,07      3,44      2,69      5,78
15:50:01       dev9-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
15:50:01       dev9-1      0,68      0,00      5,42      8,00      0,00      0,00      0,00      0,00
15:50:01       dev9-3     98,63      0,00  10460,86    106,06      0,00      0,00      0,00      0,00
15:50:01       dev9-2      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
16:00:01      dev8-16     21,71      0,00   5292,82    243,75      0,07      3,41      2,67      5,79
16:00:01       dev8-0     21,85      0,03   5291,46    242,21      0,08      3,56      2,74      5,98
16:00:01       dev9-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
16:00:01       dev9-1      0,70      0,00      5,58      8,00      0,00      0,00      0,00      0,00
16:00:01       dev9-3     99,99      0,03  10573,12    105,75      0,00      0,00      0,00      0,00
16:00:01       dev9-2      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
16:10:01      dev8-16     21,15      0,57   4970,42    235,05      0,07      3,36      2,66      5,62
16:10:01       dev8-0     21,04      0,44   4970,13    236,20      0,07      3,42      2,67      5,61
16:10:01       dev9-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
16:10:01       dev9-1      0,81      0,00      6,46      8,00      0,00      0,00      0,00      0,00
16:10:01       dev9-3     94,36      0,01   9919,69    105,13      0,00      0,00      0,00      0,00
16:10:01       dev9-2      0,11      0,89      0,00      8,00      0,00      0,00      0,00      0,00
16:20:01      dev8-16     22,20      0,00   5350,27    241,00      0,08      3,64      2,78      6,16
16:20:01       dev8-0     22,19      0,00   5350,44    241,14      0,08      3,64      2,77      6,14
16:20:01       dev9-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
16:20:01       dev9-1      0,73      0,00      5,86      7,98      0,00      0,00      0,00      0,00
16:20:01       dev9-3    101,12      0,00  10684,87    105,67      0,00      0,00      0,00      0,00
16:20:01       dev9-2      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
16:30:01      dev8-16     20,49      0,00   4921,41    240,17      0,07      3,51      2,71      5,55
16:30:01       dev8-0     20,32      0,00   4920,24    242,16      0,07      3,51      2,74      5,58
16:30:01       dev9-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
16:30:01       dev9-1      0,71      0,00      5,71      8,00      0,00      0,00      0,00      0,00
16:30:01       dev9-3     93,06      0,00   9826,36    105,59      0,00      0,00      0,00      0,00
16:30:01       dev9-2      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
16:40:01      dev8-16     22,42      0,00   5370,36    239,53      0,08      3,40      2,67      5,99
16:40:01       dev8-0     22,40      0,12   5371,87    239,79      0,08      3,50      2,71      6,07
16:40:01       dev9-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
16:40:01       dev9-1      0,78      0,00      6,20      8,00      0,00      0,00      0,00      0,00
16:40:01       dev9-3    101,64      0,01  10725,66    105,53      0,00      0,00      0,00      0,00
